BIOID,,COUNTRY NAME,TIME SPECIFIC COUNTRY NAME,COUNTRY ID,COUNTRY TEXT ID,COW COUNTRY ID,FNAME_ORIG,LNAME_ORIG,FNAME,LNAME,FullName,GOVTWIT,GOVTWIT_ID,PTWIT ,PTWIT_ID,OTWIT,OTWIT_ID,OTWIT_TYPE,OTWIT_2,OTWIT_ID_2,OTWIT_TYPE_2,OTWIT_3,OTWIT_ID_3,OTWIT_TYPE_3,OTWIT_4,OTWIT_ID_4,OTWIT_TYPE_4,OTWIT_5,OTWIT_ID_5,OTWIT_TYPE_5,OTWIT_6,OTWIT_ID_6,OTWIT_TYPE_6,OFFICE1,OFFICE1_LEVEL,OFFICE1_CONSTITUENCYLEVEL1,OFFICE1_CONSTITUENCYLEVEL2,OFFICE1_CONSTITUENCYLEVEL3,OFFICE1_CONSTITUENCYLEVEL4,OFFICE1_CONSTITUENCYLEVEL5,OFFICE1_TERRITORIAL,OFFICE1_RESERVED,OFFICE1_ELECTORALSYSTEM,OFFICE1_MAGNITUDE,OFFICE1_CLOSEDLIST,OFFICE1_LISTNUM,OFFICE1_ROUND,OFFICE1_MAXROUNDS,OFFICE1_TERMLENGTH,OFFICE1_ELECTION RESULT PRIMARY,OFFICE1_ASSUMED OFFICE,OFFICE1_RESULT DISCREPANCY,OFFICE2,OFFICE2_LEVEL,OFFICE2_CONSTITUENCYLEVEL1,OFFICE2_CONSTITUENCYLEVEL2,OFFICE2_CONSTITUENCYLEVEL3,OFFICE2_CONSTITUENCYLEVEL4,OFFICE2_CONSTITUENCYLEVEL5,OFFICE2_TERRITORIAL,OFFICE2_RESERVED,OFFICE2_ELECTORALSYSTEM,OFFICE2_MAGNITUDE,OFFICE2_CLOSEDLIST,OFFICE2_LISTNUM,OFFICE2_ROUND,OFFICE2_MAXROUNDS,OFFICE2_TERMLENGTH,OFFICE2_ELECTION RESULT,OFFICE2_ASSUMED OFFICE,OFFICE2_RESULT DISCREPANCY,INDEPENDENT,"PARTY NAME, ENGLISH","PARTY NAME, ORIGINAL",PARTY SHORT NAME,NUMERIC PARTY IDENTIFIER,PARTY FACTS ID,CMPCODE,CHES PARTY CODE,GPS PARTY CODE,"LIST NAME, ORIGINAL",OFFICE1_INCUMBENT,OFFICE2_INCUMBENT,YEAR-START,MONTH-START,DAY-START,YEAR-END,MONTH-END,DAY-END,GENDER,BIRTHDATE,EDUCATION,EDUCATION DISCIPLINE,ETHNICITY/RACE ,IMMIGRANT ,COUNTRY OF BIRTH,CURRENT PROFESSION,PRE-POLITICAL PROFESSION,OFFICE1_LAST CANDIDATE,OFFICE2_LAST CANDIDATE,LAST NATIONAL LEGISLATIVE CANDIDATE,PRIOR NATIONAL LEGISLATIVE CANDIDATE COUNT,PRIOR NATIONAL LEGISLATIVE CANDIDATE COUNT COMPLETE,LAST NATIONAL EXECUTIVE CANDIDATE,PRIOR NATIONAL EXECUTIVE CANDIDATE COUNT,PRIOR NATIONAL EXECUTIVE CANDIDATE COUNT COMPLETE,PRIOR HIGH PUBLIC OFFICE NAME 1,PRIOR HIGH PUBLIC OFFICE NAME ENGLISH 1,PRIOR HIGH PUBLIC OFFICE TYPE 1,PRIOR HIGH PUBLIC OFFICE LEVEL 1,PRIOR HIGH PUBLIC OFFICE START 1,PRIOR HIGH PUBLIC OFFICE END 1,PRIOR HIGH PUBLIC OFFICE 2..N,OTHER POLITICAL EXPERIENCE ,FEC_ID,EDUCATION DISCIPLINE GRADUATE,ETHNICITY,VETERAN,MODIFIED,COMMENTS,OFFICE1_ELECTION_RESULT_GENERAL,334
5404981,,United States of America ,,,,,Paul,Espinosa,Paul,Espinosa,Paul Espinosa,DelPaulEspinosa,816003511905382401,PaulEspinosa_WV,408674406,,,,,,,,,,,,,,,,,,,House of Delegates,2,United States of America,West Virginia,House of Delegates District 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
5404982,,United States of America ,,,,,Wayne,Clark,Wayne,Clark,Wayne Clark,,,,,,,,,,,,,,,,,,,,,,,House of Delegates,2,United States of America,West Virginia,House of Delegates District 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
5404991,,United States of America ,,,,,Debra,Cornwell,Debra,Cornwell,Debra Cornwell,,,,,DebraLHCornwell,1480023663835496451,2,,,,,,,,,,,,,,,,House of Delegates,2,United States of America,West Virginia,House of Delegates District 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
54041001,,United States of America ,,,,,"William ""Bill""",Ridenour,"William ""Bill""",Ridenour,William  Ridenour,,,,,,,,,,,,,,,,,,,,,,,House of Delegates,2,United States of America,West Virginia,House of Delegates District 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
54041002,,United States of America ,,,,,Susan,Benzinger,Susan,Benzinger,Susan Benzinger,,,,,,,,,,,,,,,,,,,,,,,House of Delegates,2,United States of America,West Virginia,House of Delegates District 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
420521,,United States of America,,,,,Christine,Tartaglione,Christine,Tartaglione,Christine Tartaglione,SenTartaglione,3003867376,,,TeamTartaglione,1692845718,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
420541,,United States of America,,,,,Art,Haywood,Art,Haywood,Art Haywood,SenatorHaywood,2894826527,,,arthaywood,235800763,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
420561,,United States of America,,,,,Ann Marie,Mitchell,Ann Marie,Mitchell,Ann Marie Mitchell,,,,,AnnMarie4Senate,1219804092790386689,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
420562,,United States of America,,,,,Frank,Farry,Frank,Farry,Frank Farry,RepFrankFarry,125448941,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
420581,,United States of America,,,,,Anthony,Williams,Anthony,Williams,Anthony Williams,SenTonyWIlliams,43377604,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205101,,United States of America,,,,,Steve,Santarsiero,Steve,Santarsiero,Steve Santarsiero,SenSantarsiero,187972951,SJSantarsiero,826994293688647680,SantarsieroPA8,172057793,2,steveforpasen,972887598237659138,2,Santarsiero4PA,2992702838,2,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205102,,United States of America,,,,,Matt,Mcullough,Matt,Mcullough,Matt Mcullough,,,,,Matt4PA,1474156203840352256,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205121,,United States of America,,,,,Maria,Collett,Maria,Collett,Maria Collett,SenatorCollett,1069639477012955141,,,mariaforpa,971070092237836288,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205122,,United States of America,,,,,Rob,Davies,Rob,Davies,Rob Davies,,,,,Rob4PASenate12,1499124814535081985,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205141,,United States of America,,,,,Dean,Browning,Dean,Browning,Dean Browning,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4205142,,United States of America,,,,,Nicholas P,Miller,Nicholas P,Miller,Nicholas P Miller,,,,,nickmillerforpa,1353757991607164930,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4205161,,United States of America,,,,,Mark,Pinsley,Mark,Pinsley,Mark Pinsley,,,,,mpinsley,52704889,2,VoteMarkPinsley,847846784441430016,2,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205162,,United States of America,,,,,Jarrett Charles,Coleman,Jarrett Charles,Coleman,Jarrett Charles Coleman,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205181,,United States of America,,,,,Lisa,Boscola,Lisa,Boscola,Lisa Boscola,SenLisaBoscola ,292553257,,,LisaBoscola,704702024248651777,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205182,,United States of America,,,,,John,Merhottein,John,Merhottein,John Merhottein,,,merhottein,153256555,JohnMerhottein,822245446584242177,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205201,,United States of America,,,,,Jackie,Baker,Jackie,Baker,Jackie Baker,,,,,JackieBaker4PA,1219023781496348679,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205202,,United States of America,,,,,Lisa,Baker,Lisa,Baker,Lisa Baker,SenLisaBaker,1531234194,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205221,,United States of America,,,,,Martin,Flynn,Martin,Flynn,Martin Flynn,SenMartyFlynn,976495879,TheMartyFlynn,1397930017,MartyFlynn2012,466959316,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205241,,United States of America,,,,,Jill,Dennin,Jill,Dennin,Jill Dennin,,,,,JillforPA,1243194548379140096,2,JillForPA1 ,1213906444384256000,2,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205242,,United States of America,,,,,Tracy,Pennycuick,Tracy,Pennycuick,Tracy Pennycuick,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205261,,United States of America,,,,,Timothy,Kearney,Timothy,Kearney,Timothy Kearney,SenTimKearney,1067155389169451008,,,TimKearney4PA,937868450898333698,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205262,,United States of America,,,,,Frank,Agovino,Frank,Agovino,Frank Agovino,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205281,,United States of America,,,,,Judith,McCormick Higgins,Judith,McCormick Higgins,Judith McCormick Higgins,,,,,DrJudithHiggins ,991021287463153664,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205282,,United States of America,,,,,Kristin,Phillips-Hill,Kristin,Phillips-Hill,Kristin Phillips-Hill,SenatorKristin,4784826141,,,KristinPHill,609562674,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205301,,United States of America,,,,,Carol,Taylor,Carol,Taylor,Carol Taylor,,,,,CarolTaylor4PA,1514019929669918730,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205302,,United States of America,,,,,Judith,Ward,Judith,Ward,Judith Ward,SenatorJWard,1158442742055415810,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205321,,United States of America,,,,,Patrick,Stefano,Patrick,Stefano,Patrick Stefano,SenatorStefano,2901477089,,,Stefano4Senate,2292095838,2,StefanosPrintin,2226622884,2,SenatorPStefano,4839033483,1,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205341,,United States of America,,,,,Jim,Massey,Jim,Massey,Jim Massey,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205342,,United States of America,,,,,Greg,Rothman,Greg,Rothman,Greg Rothman,,,,,wgregrothman,451147000,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205361,,United States of America,,,,,Ryan,Aument,Ryan,Aument,Ryan Aument,SenatorAument,226257979,,,AumentForSenate,123896017,2,RyanAumentPA,1178099816288735233,1,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205381,,United States of America,,,,,Lindsey,Williams,Lindsey,Williams,Lindsey Williams,SenWilliamsPA,1068213608302198785,,,LindseyForPA,1926861648,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205382,,United States of America,,,,,Lori,Mizgorski,Lori,Mizgorski,Lori Mizgorski,RepMizgorski,2996059666,,,Lori4PA,1216417418827923456,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205401,,United States of America,,,,,Jennifer,Shukaitis,Jennifer,Shukaitis,Jennifer Shukaitis,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205402,,United States of America,,,,,Rosemary,Brown,Rosemary,Brown,Rosemary Brown,RepBrownPA,4797368897,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205421,,United States of America,,,,,Wayne,Fontana,Wayne,Fontana,Wayne Fontana,WayneDFontana,57769091,waynefontana50,2261224263,VoteFontana,2288497411,2,Fontana4PGH,1244268648,2,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205441,,United States of America,,,,,Katie,Muth,Katie,Muth,Katie Muth,SenatorMuth,1069396688488595458,KJMuth ,773680558018813952,Muth4PA,881196869518544896,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205442,,United States of America,,,,,Jessica,Florio,Jessica,Florio,Jessica Florio,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205461,,United States of America,,,,,Camera,Bartolotta,Camera,Bartolotta,Camera Bartolotta,senbartolotta,2902817669,DolceProduction,25294856,CameraForSenate,1721193062,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205481,,United States of America,,,,,Calvin,Clements,Calvin,Clements,Calvin Clements,,,,,docforsenate,1371116968292593666,2,DocClements101,1237441764170108928,2,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205482,,United States of America,,,,,Chris,Gebhard,Chris,Gebhard,Chris Gebhard,SenatorGebhard,1403022757818929170,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4205501,,United States of America,,,,,Rianna,Czech,Rianna,Czech,Rianna Czech,,,,,CzechforSenate,1335274700428218368,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4205502,,United States of America,,,,,Michele,Brooks,Michele,Brooks,Michele Brooks,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Pennsylvania,State Senate District 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
420411,,United States of America,,,,,Patrick,Harkins,Patrick,Harkins,Patrick Harkins,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Pennsylvania,State Representative District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
420421,,United States of America,,,,,Robert,Merski,Robert,Merski,Robert Merski,RepMerski,1024318912102584321,,,BobMerski,21002426,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Pennsylvania,State Representative District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
420431,,United States of America,,,,,Ryan,Bizzarro,Ryan,Bizzarro,Ryan Bizzarro,RyanBizzarro,34073634,,,RyanForPA,862459208,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Pennsylvania,State Representative District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
420432,,United States of America,,,,,Joe,Kujawa,Joe,Kujawa,Joe Kujawa,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Pennsylvania,State Representative District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
420441,,United States of America,,,,,Chelsea,Oliver,Chelsea,Oliver,Chelsea Oliver,,,,,VoteChelseaO,1505195501553164301,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Pennsylvania,State Representative District 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
420442,,United States of America,,,,,Jake,Banta,Jake,Banta,Jake Banta,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Pennsylvania,State Representative District 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
420451,,United States of America,,,,,Barry,Jozwiak,Barry,Jozwiak,Barry Jozwiak,,,,,barry_jozwiak,1366503260618706946,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Pennsylvania,State Representative District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
420461,,United States of America,,,,,Nerissa,Galt,Nerissa,Galt,Nerissa Galt,,,,,NerissaGalt,1411498986175860737,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Pennsylvania,State Representative District 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
420462,,United States of America,,,,,Bradley,Roae,Bradley,Roae,Bradley Roae,RepRoae,138486732,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Pennsylvania,State Representative District 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
420471,,United States of America,,,,,Timothy,McGonigle,Timothy,McGonigle,Timothy McGonigle,,,,,_mcgonigle,867836408,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Pennsylvania,State Representative District 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
420472,,United States of America,,,,,Parke,Wentling,Parke,Wentling,Parke Wentling,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Pennsylvania,State Representative District 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
420481,,United States of America,,,,,Aaron,Bernstine,Aaron,Bernstine,Aaron Bernstine,,,,,AaronBernstine,58249186,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Pennsylvania,State Representative District 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
420491,,United States of America,,,,,Chris,Sainato,Chris,Sainato,Chris Sainato,RepSainato,1128738055517503490,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Pennsylvania,State Representative District 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
